QUANTITYORDERED,PRICEEACH,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,STATE,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
26,100,3188.12,24/07/2003,Shipped,3,7,2003,Classic Cars,S10_4962,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,CA,94217,USA,Hirano,Juri,Medium
20,100,3191.2,19/09/2003,Shipped,3,9,2003,Classic Cars,S10_4962,"Dragon Souveniers, Ltd.",652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,79903,Singapore,Natividad,Eric,Medium
21,100,3536.82,21/10/2003,Resolved,4,10,2003,Classic Cars,S10_4962,Mini Auto Werke,76753555,Kirchgasse 6,Graz,Graz,8010,Austria,Mendel,Roland,Medium
33,100,5362.83,06/11/2003,Shipped,4,11,2003,Classic Cars,S10_4962,"Stylish Desk Decors, Co.",+(1715550297,35 King George,London,London,WX3 6FW,UK,Brown,Ann,Medium
28,100,3433.36,13/11/2003,Shipped,4,11,2003,Classic Cars,S10_4962,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,PA,71270,USA,Cervantes,Francisca,Medium
26,100,4263.74,25/11/2003,Shipped,4,11,2003,Classic Cars,S10_4962,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",Lyon,Lyon,69004,France,Saveley,Mary,Medium
31,100,4076.19,09/12/2003,Shipped,4,12,2003,Classic Cars,S10_4962,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,MA,51003,USA,Franco,Valarie,Medium
48,100,7020.48,04/02/2004,Shipped,1,2,2004,Classic Cars,S10_4962,Handji Gifts& Co,652241555,Village Close - 106 Linden Road Sandown,Singapore,Singapore,69045,Singapore,Victorino,Wendy,Large
50,100,6426.5,11/03/2004,Shipped,1,3,2004,Classic Cars,S10_4962,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Medium
28,100,4591.72,04/05/2004,Shipped,2,5,2004,Classic Cars,S10_4962,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,CT,97823,USA,Murphy,Leslie,Medium
26,100,4033.38,15/06/2004,Shipped,2,6,2004,Classic Cars,S10_4962,Handji Gifts& Co,652241555,Village Close - 106 Linden Road Sandown,Singapore,Singapore,69045,Singapore,Victorino,Wendy,Medium
32,100,4302.08,19/07/2004,Shipped,3,7,2004,Classic Cars,S10_4962,Souveniers And Things Co.,61294958555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,Huxley,Adrian,Medium
44,100,7020.64,19/08/2004,Shipped,3,8,2004,Classic Cars,S10_4962,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,PA,70267,USA,Yu,Kyung,Large
30,100,3855.9,08/09/2004,Shipped,3,9,2004,Classic Cars,S10_4962,Scandinavian Gift Ideas,695346555,?kergatan 24,Boras,Boras,S-844 67,Sweden,Larsson,Maria,Medium
38,100,6680.78,13/10/2004,Shipped,4,10,2004,Classic Cars,S10_4962,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,Hernandez,Marta,Medium
40,100,6678,22/10/2004,Shipped,4,10,2004,Classic Cars,S10_4962,Canadian Gift Exchange Network,+(6045553392,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,Tannamuri,Yoshi,Medium
46,61.99,2851.54,04/11/2004,Shipped,4,11,2004,Classic Cars,S10_4962,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,NH,62005,USA,Young,Valarie,Small
26,100,3188.12,19/11/2004,On Hold,4,11,2004,Classic Cars,S10_4962,"Volvo Model Replicas, Co",921123555,Berguvsvgen  8,Lule,Lule,S-958 22,Sweden,Berglund,Christina,Medium
27,100,4428,29/11/2004,Shipped,4,11,2004,Classic Cars,S10_4962,"Australian Collectors, Co.",395204555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,Ferguson,Peter,Medium
43,100,5780.92,10/12/2004,Shipped,4,12,2004,Classic Cars,S10_4962,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Medium
35,65.63,2297.05,20/01/2005,Shipped,1,1,2005,Classic Cars,S10_4962,"Anna's Decorations, Ltd",299368555,201 Miller Street,North Sydney,NSW,2060,Australia,O'Hara,Anna,Small
37,100,6231.54,17/02/2005,Shipped,1,2,2005,Classic Cars,S10_4962,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,0,USA,Brown,Julie,Medium
37,46.9,1735.3,09/03/2005,Shipped,1,3,2005,Classic Cars,S10_4962,"Anna's Decorations, Ltd",299368555,201 Miller Street,North Sydney,NSW,2060,Australia,O'Hara,Anna,Small
27,100,4427.73,01/05/2005,Shipped,2,5,2005,Classic Cars,S10_4962,Quebec Home Shopping Network,+(5145558054,43 rue St. Laurent,Montreal,Quebec,H1J 1C3,Canada,Fresnisre,Jean,Medium
38,100,5894.94,31/05/2005,In Process,2,5,2005,Classic Cars,S10_4962,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",Nantes,Nantes,44000,France,Labrune,Janine,Medium
33,100,5265.15,03/03/2003,Shipped,1,3,2003,Classic Cars,S12_1099,Cruz & Sons Co.,6325553587,15 McCallum Street - NatWest Center #13-03,Makati City,Makati City,1227 MM,Philippines,Cruz,Arnold,Medium
42,100,7599.9,08/05/2003,Shipped,2,5,2003,Classic Cars,S12_1099,Marseille Mini Autos,91244555,"12, rue des Bouchers",Marseille,Marseille,13008,France,Lebihan,Laurence,Large
42,100,8008.56,02/07/2003,Shipped,3,7,2003,Classic Cars,S12_1099,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Large
48,100,9245.76,05/09/2003,Shipped,3,9,2003,Classic Cars,S12_1099,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,MA,58339,USA,Nelson,Allen,Large
41,100,8296.35,10/10/2003,Shipped,4,10,2003,Classic Cars,S12_1099,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,0,USA,Brown,Julie,Large
30,100,5019.9,04/11/2003,Shipped,4,11,2003,Classic Cars,S12_1099,"Anna's Decorations, Ltd",299368555,201 Miller Street,North Sydney,NSW,2060,Australia,O'Hara,Anna,Medium
27,100,5411.07,12/11/2003,Shipped,4,11,2003,Classic Cars,S12_1099,Herkku Gifts,4722673215,"Drammen 121, PR 744 Sentrum",Bergen,Bergen,N 5804,Norway,Oeztan,Veysel,Medium
21,100,3840.9,20/11/2003,Shipped,4,11,2003,Classic Cars,S12_1099,"Toms Spezialitten, Ltd",2215554327,Mehrheimerstr. 369,Koln,Koln,50739,Germany,Pfalzheim,Henriette,Medium
20,100,3930.4,02/12/2003,Shipped,4,12,2003,Classic Cars,S12_1099,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Medium
41,100,7498.9,15/01/2004,Shipped,1,1,2004,Classic Cars,S12_1099,Auto Canal Petit,+(147556555,"25, rue Lauriston",Paris,Paris,75016,France,Perrier,Dominique,Large
27,100,4517.91,22/02/2004,Shipped,1,2,2004,Classic Cars,S12_1099,"Vida Sport, Ltd",897034555,Grenzacherweg 237,Gensve,Gensve,1203,Switzerland,Holz,Michael,Medium
28,100,5774.72,09/04/2004,Shipped,2,4,2004,Classic Cars,S12_1099,Danish Wholesale Imports,31123555,Vinb'ltet 34,Kobenhavn,Kobenhavn,1734,Denmark,Petersen,Jytte,Medium
24,100,3922.56,01/06/2004,Cancelled,2,6,2004,Classic Cars,S12_1099,"UK Collectables, Ltd.",+(1715552282,Berkeley Gardens 12  Brewery,Liverpool,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Medium
44,100,9160.36,06/07/2004,Shipped,3,7,2004,Classic Cars,S12_1099,L'ordine Souveniers,522556555,Strada Provinciale 124,Reggio Emilia,Reggio Emilia,42100,Italy,Moroni,Maurizio,Large
50,100,9631,02/08/2004,Shipped,3,8,2004,Classic Cars,S12_1099,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Brickhaven,MA,58339,USA,Barajas,Miguel,Large
21,100,3432.24,30/08/2004,Shipped,3,8,2004,Classic Cars,S12_1099,"Vida Sport, Ltd",897034555,Grenzacherweg 237,Gensve,Gensve,1203,Switzerland,Holz,Michael,Medium
33,100,5521.89,04/10/2003,Shipped,4,10,2003,Classic Cars,S12_1099,"Blauer See Auto, Co.",4.96967E+11,Lyonerstr. 34,Frankfurt,Frankfurt,60528,Germany,Keitel,Roland,Medium
33,100,6934.62,16/10/2004,Shipped,4,10,2004,Classic Cars,S12_1099,"Toms Spezialitten, Ltd",2215554327,Mehrheimerstr. 369,Koln,Koln,50739,Germany,Pfalzheim,Henriette,Medium
31,100,6876.11,03/11/2004,Shipped,4,11,2004,Classic Cars,S12_1099,"Volvo Model Replicas, Co",921123555,Berguvsvgen  8,Lule,Lule,S-958 22,Sweden,Berglund,Christina,Medium
41,71.47,2930.27,15/11/2004,Shipped,4,11,2004,Classic Cars,S12_1099,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,Yu,Kwai,Small
45,79.65,3584.25,24/11/2004,Shipped,4,11,2004,Classic Cars,S12_1099,Salzburg Collectables,65629555,Geislweg 14,Salzburg,Salzburg,5020,Austria,Pipps,Georg,Medium
33,85.39,2817.87,06/01/2005,Shipped,1,1,2005,Classic Cars,S12_1099,Suominen Souveniers,35898045555,"Software Engineering Center, SEC Oy",Espoo,Espoo,FIN-02271,Finland,Suominen,Kalle,Small
45,76,3420,03/02/2005,Shipped,1,2,2005,Classic Cars,S12_1099,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",Nantes,Nantes,44000,France,Labrune,Janine,Medium
26,99.04,2575.04,03/03/2005,Shipped,1,3,2005,Classic Cars,S12_1099,Scandinavian Gift Ideas,695346555,?kergatan 24,Boras,Boras,S-844 67,Sweden,Larsson,Maria,Small
12,100,1961.28,17/05/2005,Shipped,2,5,2005,Classic Cars,S12_1099,Salzburg Collectables,65629555,Geislweg 14,Salzburg,Salzburg,5020,Austria,Pipps,Georg,Small
41,100,8690.36,11/02/2003,Shipped,1,2,2003,Classic Cars,S12_1108,Danish Wholesale Imports,31123555,Vinb'ltet 34,Kobenhavn,Kobenhavn,1734,Denmark,Petersen,Jytte,Large
33,100,6034.38,16/04/2003,Shipped,2,4,2003,Classic Cars,S12_1108,"Dragon Souveniers, Ltd.",652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,79903,Singapore,Natividad,Eric,Medium
46,100,11279.2,03/06/2003,Shipped,2,6,2003,Classic Cars,S12_1108,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,Young,Jeff,Large
33,100,8023.29,08/08/2003,Shipped,3,8,2003,Classic Cars,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Large
20,100,4904,28/09/2003,Shipped,3,9,2003,Classic Cars,S12_1108,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Medium
44,100,8594.52,22/10/2003,Shipped,4,10,2003,Classic Cars,S12_1108,"Dragon Souveniers, Ltd.",652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,79903,Singapore,Natividad,Eric,Large
33,100,7474.5,06/11/2003,Shipped,4,11,2003,Classic Cars,S12_1108,L'ordine Souveniers,522556555,Strada Provinciale 124,Reggio Emilia,Reggio Emilia,42100,Italy,Moroni,Maurizio,Large
21,100,3883.74,14/11/2003,Shipped,4,11,2003,Classic Cars,S12_1108,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,MA,50553,USA,Tam,Wing C,Medium
47,100,8887.7,26/11/2003,Shipped,4,11,2003,Classic Cars,S12_1108,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,CT,97823,USA,Murphy,Leslie,Large
46,100,8602.92,02/01/2004,Shipped,1,1,2004,Classic Cars,S12_1108,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",Lyon,Lyon,69004,France,Saveley,Mary,Large
32,100,7181.44,12/02/2004,Shipped,1,2,2004,Classic Cars,S12_1108,"Clover Collections, Co.",35318621555,25 Maiden Lane,Dublin,Dublin,2,Ireland,Cassidy,Dean,Large
42,100,8378.58,19/03/2004,Shipped,1,3,2004,Classic Cars,S12_1108,CAF Imports,34913728555,"Merchants House, 27-30 Merchant's Quay",Madrid,Madrid,28023,Spain,Fernandez,Jesus,Large
44,100,10606.2,05/05/2004,Shipped,2,5,2004,Classic Cars,S12_1108,Suominen Souveniers,35898045555,"Software Engineering Center, SEC Oy",Espoo,Espoo,FIN-02271,Finland,Suominen,Kalle,Large
35,100,5818.4,20/07/2004,Shipped,3,7,2004,Classic Cars,S12_1108,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,PA,70267,USA,Yu,Kyung,Medium
41,100,7071.27,20/08/2004,Shipped,3,8,2004,Classic Cars,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Large
46,100,8411.56,09/09/2004,Shipped,3,9,2004,Classic Cars,S12_1108,Amica Models & Co.,114988555,Via Monte Bianco 34,Torino,Torino,10100,Italy,Accorti,Paolo,Large
31,100,6570.76,14/10/2004,Shipped,4,10,2004,Classic Cars,S12_1108,"AV Stores, Co.",+(1715551555,Fauntleroy Circus,Manchester,Manchester,EC2 5NT,UK,Ashworth,Victoria,Medium
38,100,7975.44,22/10/2004,Shipped,4,10,2004,Classic Cars,S12_1108,Heintze Collectables,86213555,Smagsloget 45,Aaarhus,Aaarhus,8200,Denmark,Ibsen,Palle,Large
42,64,2688,05/11/2004,Shipped,4,11,2004,Classic Cars,S12_1108,Baane Mini Imports,7989555,Erling Skakkes gate 78,Stavern,Stavern,4110,Norway,Bergulfsen,Jonas,Small
33,57.22,1888.26,20/11/2004,Shipped,4,11,2004,Classic Cars,S12_1108,"La Corne D'abondance, Co.",+(142342555,"265, boulevard Charonne",Paris,Paris,75012,France,Bertrand,Marie,Small
48,52.36,2513.28,01/11/2004,Shipped,4,11,2004,Classic Cars,S12_1108,"Corrida Auto Replicas, Ltd",+(915552282,"C/ Araquil, 67",Madrid,Madrid,28023,Spain,Sommer,Mart¡n,Small
42,100,4764.48,15/12/2004,Shipped,4,12,2004,Classic Cars,S12_1108,Reims Collectables,26471555,59 rue de l'Abbaye,Reims,Reims,51100,France,Henriot,Paul,Medium
32,100,3560.64,23/01/2005,Shipped,1,1,2005,Classic Cars,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Medium
34,100,3823.64,17/02/2005,Shipped,1,2,2005,Classic Cars,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Medium
33,69.12,2280.96,17/03/2005,Shipped,1,3,2005,Classic Cars,S12_1108,Lyon Souveniers,33146627555,27 rue du Colonel Pierre Avia,Paris,Paris,75508,France,Da Cunha,Daniel,Small
36,100,8677.8,05/05/2005,Shipped,2,5,2005,Classic Cars,S12_1108,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,CT,97562,USA,King,Julie,Large
27,100,3394.98,29/01/2003,Shipped,1,1,2003,Trucks and Buses,S12_1666,Baane Mini Imports,7989555,Erling Skakkes gate 78,Stavern,Stavern,4110,Norway,Bergulfsen,Jonas,Medium
21,100,3415.44,26/03/2003,Shipped,1,3,2003,Trucks and Buses,S12_1666,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Medium
21,100,2439.57,28/05/2003,Shipped,2,5,2003,Trucks and Buses,S12_1666,"Corrida Auto Replicas, Ltd",+(915552282,"C/ Araquil, 67",Madrid,Madrid,28023,Spain,Sommer,Mart¡n,Small
38,100,4829.8,24/07/2003,Shipped,3,7,2003,Trucks and Buses,S12_1666,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,CA,94217,USA,Hirano,Juri,Medium
30,100,4100.1,19/09/2003,Shipped,3,9,2003,Trucks and Buses,S12_1666,"Dragon Souveniers, Ltd.",652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,79903,Singapore,Natividad,Eric,Medium
49,100,6563.06,21/10/2003,Resolved,4,10,2003,Trucks and Buses,S12_1666,Mini Auto Werke,76753555,Kirchgasse 6,Graz,Graz,8010,Austria,Mendel,Roland,Medium
43,100,6817.22,06/11/2003,Shipped,4,11,2003,Trucks and Buses,S12_1666,"Australian Gift Network, Co",61738446555,31 Duncan St. West End,South Brisbane,Queensland,4101,Australia,Calaghan,Tony,Medium
41,100,6163.94,13/11/2003,Shipped,4,11,2003,Trucks and Buses,S12_1666,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,PA,71270,USA,Cervantes,Francisca,Medium
38,100,4933.92,25/11/2003,Shipped,4,11,2003,Trucks and Buses,S12_1666,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",Lyon,Lyon,69004,France,Saveley,Mary,Medium
28,100,4056.36,05/12/2003,Shipped,4,12,2003,Trucks and Buses,S12_1666,Canadian Gift Exchange Network,+(6045553392,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,Tannamuri,Yoshi,Medium
43,100,5759.42,02/02/2004,Shipped,1,2,2004,Trucks and Buses,S12_1666,Auto Assoc. & Cie.,30598555,"67, avenue de l'Europe",Versailles,Versailles,78000,France,Tonini,Daniel,Medium
25,100,3451,11/03/2004,Shipped,1,3,2004,Trucks and Buses,S12_1666,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Medium
38,100,5920.4,04/05/2004,Shipped,2,5,2004,Trucks and Buses,S12_1666,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,CT,97823,USA,Murphy,Leslie,Medium
41,100,6668.24,15/06/2004,Shipped,2,6,2004,Trucks and Buses,S12_1666,"Tokyo Collectables, Ltd",81335840555,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Shimamura,Akiko,Medium
28,100,4094.72,19/07/2004,Shipped,3,7,2004,Trucks and Buses,S12_1666,Souveniers And Things Co.,61294958555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,Huxley,Adrian,Medium
25,100,2938.5,19/08/2004,Shipped,3,8,2004,Trucks and Buses,S12_1666,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,PA,70267,USA,Yu,Kyung,Small
41,100,6387.8,08/09/2004,Shipped,3,9,2004,Trucks and Buses,S12_1666,Scandinavian Gift Ideas,695346555,?kergatan 24,Boras,Boras,S-844 67,Sweden,Larsson,Maria,Medium
39,100,6396,11/10/2004,Shipped,4,10,2004,Trucks and Buses,S12_1666,Auto Assoc. & Cie.,30598555,"67, avenue de l'Europe",Versailles,Versailles,78000,France,Tonini,Daniel,Medium
21,100,2669.1,22/10/2004,Shipped,4,10,2004,Trucks and Buses,S12_1666,Canadian Gift Exchange Network,+(6045553392,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,Tannamuri,Yoshi,Small
27,100,4784.13,04/11/2004,Shipped,4,11,2004,Trucks and Buses,S12_1666,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,NH,62005,USA,Young,Valarie,Medium
33,99.21,3273.93,18/11/2004,Shipped,4,11,2004,Trucks and Buses,S12_1666,Mini Wheels Co.,6505555787,5557 North Pendale Street,San Francisco,CA,0,USA,Murphy,Julie,Medium
29,100,3586.43,29/11/2004,Shipped,4,11,2004,Trucks and Buses,S12_1666,"Australian Collectors, Co.",395204555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,Ferguson,Peter,Medium
49,100,5960.36,10/12/2004,Shipped,4,12,2004,Trucks and Buses,S12_1666,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Medium
49,100,8470.14,20/01/2005,Shipped,1,1,2005,Trucks and Buses,S12_1666,"Anna's Decorations, Ltd",299368555,201 Miller Street,North Sydney,NSW,2060,Australia,O'Hara,Anna,Large
20,100,2952,17/02/2005,Shipped,1,2,2005,Trucks and Buses,S12_1666,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,0,USA,Brown,Julie,Small
39,63.2,2464.8,09/03/2005,Shipped,1,3,2005,Trucks and Buses,S12_1666,"Anna's Decorations, Ltd",299368555,201 Miller Street,North Sydney,NSW,2060,Australia,O'Hara,Anna,Small
40,100,6232,01/05/2005,Shipped,2,5,2005,Trucks and Buses,S12_1666,Quebec Home Shopping Network,+(5145558054,43 rue St. Laurent,Montreal,Quebec,H1J 1C3,Canada,Fresnisre,Jean,Medium
49,100,7969.36,31/05/2005,In Process,2,5,2005,Trucks and Buses,S12_1666,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Large
21,100,3036.6,24/02/2003,Shipped,1,2,2003,Motorcycles,S12_2823,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,Yu,Kwai,Medium
50,100,8284,07/05/2003,Shipped,2,5,2003,Motorcycles,S12_2823,Reims Collectables,26471555,59 rue de l'Abbaye,Reims,Reims,51100,France,Henriot,Paul,Large
20,100,2711.2,01/07/2003,Shipped,3,7,2003,Motorcycles,S12_2823,Lyon Souveniers,33146627555,27 rue du Colonel Pierre Avia,Paris,Paris,75508,France,Da Cunha,Daniel,Small
49,100,8339.8,25/08/2003,Shipped,3,8,2003,Motorcycles,S12_2823,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,CA,90003,USA,Young,Julie,Large
38,100,6238.84,10/10/2003,Shipped,4,10,2003,Motorcycles,S12_2823,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,0,USA,Brown,Julie,Medium
35,100,4639.25,04/11/2003,Shipped,4,11,2003,Motorcycles,S12_2823,"Anna's Decorations, Ltd",299368555,201 Miller Street,North Sydney,NSW,2060,Australia,O'Hara,Anna,Medium
40,100,6747.6,11/11/2003,Shipped,4,11,2003,Motorcycles,S12_2823,Daedalus Designs Imports,20161555,"184, chausse de Tournai",Lille,Lille,59000,France,Rance,Martine,Medium
28,100,4512.48,18/11/2003,Shipped,4,11,2003,Motorcycles,S12_2823,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,CA,90003,USA,Young,Julie,Medium
25,100,4029,01/12/2003,Shipped,4,12,2003,Motorcycles,S12_2823,Mini Wheels Co.,6505555787,5557 North Pendale Street,San Francisco,CA,0,USA,Murphy,Julie,Medium
36,100,4771.8,15/01/2004,Shipped,1,1,2004,Motorcycles,S12_2823,Auto Canal Petit,+(147556555,"25, rue Lauriston",Paris,Paris,75016,France,Perrier,Dominique,Medium
43,100,6087.94,21/02/2004,Shipped,1,2,2004,Motorcycles,S12_2823,Daedalus Designs Imports,20161555,"184, chausse de Tournai",Lille,Lille,59000,France,Rance,Martine,Medium
32,100,4193.28,05/04/2004,Shipped,2,4,2004,Motorcycles,S12_2823,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,NY,10022,USA,Frick,Michael,Medium
46,100,7552.28,18/05/2004,Shipped,2,5,2004,Motorcycles,S12_2823,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,NJ,94019,USA,Brown,William,Large
48,100,6434.4,28/06/2004,Shipped,2,6,2004,Motorcycles,S12_2823,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,CT,97562,USA,King,Julie,Medium
43,100,5181.5,02/08/2004,Shipped,3,8,2004,Motorcycles,S12_2823,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Brickhaven,MA,58339,USA,Barajas,Miguel,Medium
49,100,6863.92,27/08/2004,Shipped,3,8,2004,Motorcycles,S12_2823,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,Hernandez,Marta,Medium
24,100,4157.04,30/09/2004,Shipped,3,9,2004,Motorcycles,S12_2823,"Toys of Finland, Co.",902248555,Keskuskatu 45,Helsinki,Helsinki,21240,Finland,Karttunen,Matti,Medium
26,100,4660.24,15/10/2004,Shipped,4,10,2004,Motorcycles,S12_2823,Baane Mini Imports,7989555,Erling Skakkes gate 78,Stavern,Stavern,4110,Norway,Bergulfsen,Jonas,Medium
30,100,4111.8,03/11/2004,Shipped,4,11,2004,Motorcycles,S12_2823,Microscale Inc.,2125551957,5290 North Pendale Street,NYC,NY,10022,USA,Kuo,Kee,Medium
24,100,3542.64,15/11/2004,Shipped,4,11,2004,Motorcycles,S12_2823,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,Yu,Kwai,Medium
55,100,8118.55,24/11/2004,Shipped,4,11,2004,Motorcycles,S12_2823,Salzburg Collectables,65629555,Geislweg 14,Salzburg,Salzburg,5020,Austria,Pipps,Georg,Large
22,100,3877.06,05/01/2005,Shipped,1,1,2005,Motorcycles,S12_2823,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,CA,94217,USA,Hirano,Juri,Medium
49,78.92,3867.08,03/02/2005,Shipped,1,2,2005,Motorcycles,S12_2823,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",Nantes,Nantes,44000,France,Labrune,Janine,Medium
44,100,5951.44,03/03/2005,Shipped,1,3,2005,Motorcycles,S12_2823,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,MA,50553,USA,Benitez,Violeta,Medium
66,100,8648.64,08/04/2005,Shipped,2,4,2005,Motorcycles,S12_2823,"UK Collectables, Ltd.",+(1715552282,Berkeley Gardens 12  Brewery,Liverpool,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Large
21,100,3447.78,13/05/2005,Disputed,2,5,2005,Motorcycles,S12_2823,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Medium
34,100,5958.5,31/01/2003,Shipped,1,1,2003,Classic Cars,S12_3148,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Medium
43,100,5911.64,16/04/2003,Shipped,2,4,2003,Classic Cars,S12_3148,"Dragon Souveniers, Ltd.",652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,79903,Singapore,Natividad,Eric,Medium
46,100,7366.44,03/06/2003,Shipped,2,6,2003,Classic Cars,S12_3148,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,Young,Jeff,Large
